"ID","CSys ID","X","Y","Z","2..Simcenter NASTRAN Case 1, 3..T2 Translation"
407,0,0.0013986,0.52,-0.004278,0.
408,0,0.0013935,0.516,-0.004278,0.
409,0,0.0013885,0.512,-0.004279,0.
410,0,0.0013834,0.508,-0.004279,0.
411,0,0.0013783,0.504,-0.004279,0.
412,0,0.0013732,0.5,-0.004279,0.
413,0,0.0013682,0.496,-0.004279,0.
414,0,0.0013631,0.492,-0.004279,0.
415,0,0.001358,0.488,-0.004279,0.
416,0,0.001353,0.484,-0.004279,0.
417,0,0.0013479,0.48,-0.004279,0.
418,0,0.0013428,0.476,-0.004279,0.
419,0,0.0013378,0.472,-0.004279,0.
420,0,0.0013327,0.468,-0.004279,0.
421,0,0.0013276,0.464,-0.004279,0.
422,0,0.0013225,0.46,-0.004279,0.
423,0,0.0013175,0.456,-0.004279,0.
424,0,0.0013124,0.452,-0.004279,0.
425,0,0.0013073,0.448,-0.004279,0.
426,0,0.0013023,0.444,-0.00428,0.
427,0,0.0012972,0.44,-0.00428,0.
428,0,0.0012921,0.436,-0.00428,0.
429,0,0.0012871,0.432,-0.00428,0.
430,0,0.001282,0.428,-0.00428,0.
431,0,0.0012769,0.424,-0.00428,0.
432,0,0.0012718,0.42,-0.00428,0.
433,0,0.0012668,0.416,-0.00428,0.
434,0,0.0012617,0.412,-0.00428,0.
435,0,0.0012566,0.408,-0.00428,0.
436,0,0.0012516,0.404,-0.00428,0.
437,0,0.0012465,0.4,-0.00428,0.
438,0,0.0012414,0.396,-0.00428,0.
439,0,0.0012364,0.392,-0.00428,0.
440,0,0.0012313,0.388,-0.00428,0.
441,0,0.0012262,0.384,-0.00428,0.
442,0,0.0012211,0.38,-0.00428,0.
443,0,0.0012161,0.376,-0.004281,0.
444,0,0.001211,0.372,-0.004281,0.
445,0,0.0012059,0.368,-0.004281,0.
446,0,0.0012009,0.364,-0.004281,0.
447,0,0.0011958,0.36,-0.004281,0.
448,0,0.0011907,0.356,-0.004281,0.
449,0,0.0011857,0.352,-0.004281,0.
450,0,0.0011806,0.348,-0.004281,0.
451,0,0.0011755,0.344,-0.004281,0.
452,0,0.0011704,0.34,-0.004281,0.
453,0,0.0011654,0.336,-0.004281,0.
454,0,0.0011603,0.332,-0.004281,0.
455,0,0.0011552,0.328,-0.004281,0.
456,0,0.0011502,0.324,-0.004281,0.
457,0,0.0011451,0.32,-0.004281,0.
458,0,0.00114,0.316,-0.004281,0.
459,0,0.0011349,0.312,-0.004281,0.
460,0,0.0011299,0.308,-0.004281,0.
461,0,0.0011248,0.304,-0.004282,0.
462,0,0.0011197,0.3,-0.004282,0.
463,0,0.0011147,0.296,-0.004282,0.
464,0,0.0011096,0.292,-0.004282,0.
465,0,0.0011045,0.288,-0.004282,0.
466,0,0.0010995,0.284,-0.004282,0.
467,0,0.0010944,0.28,-0.004282,0.
468,0,0.0010893,0.276,-0.004282,0.
469,0,0.0010842,0.272,-0.004282,0.
470,0,0.0010792,0.268,-0.004282,0.
471,0,0.0010741,0.264,-0.004282,0.
472,0,0.001069,0.26,-0.004282,0.
473,0,0.001064,0.256,-0.004282,0.
474,0,0.0010589,0.252,-0.004282,0.
475,0,0.0010538,0.248,-0.004282,0.
476,0,0.0010488,0.244,-0.004282,0.
477,0,0.0010437,0.24,-0.004282,0.
478,0,0.0010386,0.236,-0.004283,0.
479,0,0.0010335,0.232,-0.004283,0.
480,0,0.0010285,0.228,-0.004283,0.
481,0,0.0010234,0.224,-0.004283,0.
482,0,0.0010183,0.22,-0.004283,0.
483,0,0.0010133,0.216,-0.004283,0.
484,0,0.0010082,0.212,-0.004283,0.
485,0,0.0010031,0.208,-0.004283,0.
486,0,0.00099805,0.204,-0.004283,0.
487,0,0.00099298,0.2,-0.004283,0.
488,0,0.00098791,0.196,-0.004283,0.
489,0,0.00098284,0.192,-0.004283,0.
490,0,0.00097777,0.188,-0.004283,0.
491,0,0.0009727,0.184,-0.004283,0.
492,0,0.00096763,0.18,-0.004283,0.
493,0,0.00096256,0.176,-0.004283,0.
494,0,0.00095749,0.172,-0.004283,0.
495,0,0.00095242,0.168,-0.004283,0.
496,0,0.00094735,0.164,-0.004284,0.
497,0,0.00094228,0.16,-0.004284,0.
498,0,0.00093721,0.156,-0.004284,0.
499,0,0.00093214,0.152,-0.004284,0.
500,0,0.00092707,0.148,-0.004284,0.
501,0,0.000922,0.144,-0.004284,0.
502,0,0.00091693,0.14,-0.004284,0.
503,0,0.00091186,0.136,-0.004284,0.
504,0,0.00090679,0.132,-0.004284,0.
505,0,0.00090172,0.128,-0.004284,0.
506,0,0.00089665,0.124,-0.004284,0.
507,0,0.,0.285,0.,0.
508,0,0.00088651,0.116,-0.004284,0.
509,0,0.00088144,0.112,-0.004284,0.
510,0,0.00087637,0.108,-0.004284,0.
511,0,0.0008713,0.104,-0.004284,0.
512,0,0.00086623,0.1,-0.004284,0.
513,0,0.00086116,0.096,-0.004285,0.
514,0,0.00085609,0.092,-0.004285,0.
515,0,0.00085102,0.088,-0.004285,0.
516,0,0.00084595,0.084,-0.004285,0.
517,0,0.00084088,0.08,-0.004285,0.
518,0,0.00083581,0.076,-0.004285,0.
519,0,0.00083074,0.072,-0.004285,0.
520,0,0.00082567,0.068,-0.004285,0.
521,0,0.0008206,0.064,-0.004285,0.
522,0,0.,0.27,0.,0.
523,0,0.00081046,0.056,-0.004285,0.
524,0,0.00080539,0.052,-0.004285,0.
525,0,0.00080032,0.048,-0.004285,0.
526,0,0.00079525,0.044,-0.004285,0.
527,0,0.00079018,0.04,-0.004285,0.
528,0,0.00078511,0.036,-0.004285,0.
529,0,0.00078004,0.032,-0.004285,0.
530,0,0.00077497,0.028,-0.004285,0.
531,0,0.0007699,0.024,-0.004286,0.
532,0,0.00076483,0.02,-0.004286,0.
533,0,0.00075976,0.016,-0.004286,0.
534,0,0.00075469,0.012,-0.004286,0.
535,0,0.00074962,0.008,-0.004286,0.
536,0,0.00074455,0.004,-0.004286,0.
537,0,0.0044142,0.004,-0.006009,0.
538,0,0.008286,0.004,-0.00717,0.
539,0,0.0122678,0.004,-0.007933,0.
540,0,0.0162892,0.004,-0.008446,0.
541,0,0.021,0.004,-0.008771,0.
542,0,0.0243815,0.004,-0.008985,0.
543,0,0.0284351,0.004,-0.009026,0.
544,0,0.0324897,0.004,-0.008933,0.
545,0,0.036542,0.004,-0.008773,0.
546,0,0.0405886,0.004,-0.008523,0.
547,0,0.0446305,0.004,-0.008201,0.
548,0,0.0486691,0.004,-0.007833,0.
549,0,0.0527019,0.004,-0.007407,0.
550,0,0.0567289,0.004,-0.006926,0.
551,0,0.0607509,0.004,-0.006401,0.
552,0,0.0647684,0.004,-0.005842,0.
553,0,0.0687822,0.004,-0.005258,0.
554,0,0.0727916,0.004,-0.00465,0.
555,0,0.0767941,0.004,-0.004,0.
556,0,0.0807901,0.004,-0.003311,0.
557,0,0.0847802,0.004,-0.002586,0.
558,0,0.0887648,0.004,-0.001831,0.
559,0,0.0044193,0.008,-0.006009,0.
560,0,0.0082911,0.008,-0.00717,0.
561,0,0.0122729,0.008,-0.007933,0.
562,0,0.0162942,0.008,-0.008446,0.
563,0,0.021,0.008,-0.008771,0.
564,0,0.0243866,0.008,-0.008985,0.
565,0,0.0284402,0.008,-0.009025,0.
566,0,0.0324948,0.008,-0.008933,0.
567,0,0.0365471,0.008,-0.008773,0.
568,0,0.0405937,0.008,-0.008523,0.
569,0,0.0446356,0.008,-0.008201,0.
570,0,0.0486742,0.008,-0.007833,0.
571,0,0.0527069,0.008,-0.007407,0.
572,0,0.056734,0.008,-0.006926,0.
573,0,0.0607559,0.008,-0.006401,0.
574,0,0.0647735,0.008,-0.005842,0.
575,0,0.0687872,0.008,-0.005258,0.
576,0,0.0727967,0.008,-0.00465,0.
577,0,0.0767992,0.008,-0.004,0.
578,0,0.0807952,0.008,-0.003311,0.
579,0,0.0847853,0.008,-0.002586,0.
580,0,0.0887699,0.008,-0.001831,0.
581,0,0.0044243,0.012,-0.006009,0.
582,0,0.0082962,0.012,-0.00717,0.
583,0,0.012278,0.012,-0.007933,0.
584,0,0.0162993,0.012,-0.008446,0.
585,0,0.021,0.012,-0.008771,0.
586,0,0.0243916,0.012,-0.008985,0.
587,0,0.0284453,0.012,-0.009025,0.
588,0,0.0324998,0.012,-0.008933,0.
589,0,0.0365522,0.012,-0.008773,0.
590,0,0.0405988,0.012,-0.008523,0.
591,0,0.0446406,0.012,-0.008201,0.
592,0,0.0486792,0.012,-0.007833,0.
593,0,0.052712,0.012,-0.007407,0.
594,0,0.056739,0.012,-0.006926,0.
595,0,0.060761,0.012,-0.006401,0.
596,0,0.0647785,0.012,-0.005842,0.
597,0,0.0687923,0.012,-0.005258,0.
598,0,0.0728017,0.012,-0.00465,0.
599,0,0.0768043,0.012,-0.004,0.
600,0,0.0808003,0.012,-0.00331,0.
601,0,0.0847903,0.012,-0.002586,0.
602,0,0.088775,0.012,-0.001831,0.
603,0,0.0044294,0.016,-0.006009,0.
604,0,0.0083012,0.016,-0.00717,0.
605,0,0.0122831,0.016,-0.007933,0.
606,0,0.0163044,0.016,-0.008446,0.
607,0,0.021,0.016,-0.008771,0.
608,0,0.0243967,0.016,-0.008985,0.
609,0,0.0284504,0.016,-0.009025,0.
610,0,0.0325049,0.016,-0.008933,0.
611,0,0.0365572,0.016,-0.008772,0.
612,0,0.0406038,0.016,-0.008523,0.
613,0,0.0446457,0.016,-0.0082,0.
614,0,0.0486843,0.016,-0.007833,0.
615,0,0.0527171,0.016,-0.007407,0.
616,0,0.0567441,0.016,-0.006926,0.
617,0,0.0607661,0.016,-0.006401,0.
618,0,0.0647836,0.016,-0.005842,0.
619,0,0.0687974,0.016,-0.005258,0.
620,0,0.0728068,0.016,-0.00465,0.
621,0,0.0768093,0.016,-0.004,0.
622,0,0.0808054,0.016,-0.00331,0.
623,0,0.0847954,0.016,-0.002586,0.
624,0,0.08878,0.016,-0.001831,0.
625,0,0.0044345,0.02,-0.006009,0.
626,0,0.0083063,0.02,-0.00717,0.
627,0,0.0122881,0.02,-0.007933,0.
628,0,0.0163094,0.02,-0.008446,0.
629,0,0.021,0.02,-0.008771,0.
630,0,0.0244018,0.02,-0.008985,0.
631,0,0.0284554,0.02,-0.009025,0.
632,0,0.03251,0.02,-0.008933,0.
633,0,0.0365623,0.02,-0.008772,0.
634,0,0.0406089,0.02,-0.008523,0.
635,0,0.0446508,0.02,-0.0082,0.
636,0,0.0486894,0.02,-0.007833,0.
637,0,0.0527221,0.02,-0.007407,0.
638,0,0.0567492,0.02,-0.006926,0.
639,0,0.0607711,0.02,-0.006401,0.
640,0,0.0647887,0.02,-0.005842,0.
641,0,0.0688025,0.02,-0.005258,0.
642,0,0.0728119,0.02,-0.00465,0.
643,0,0.0768144,0.02,-0.004,0.
644,0,0.0808104,0.02,-0.00331,0.
645,0,0.0848005,0.02,-0.002586,0.
646,0,0.0887851,0.02,-0.001831,0.
647,0,0.0044396,0.024,-0.006009,0.
648,0,0.0083114,0.024,-0.00717,0.
649,0,0.0122932,0.024,-0.007933,0.
650,0,0.0163145,0.024,-0.008446,0.
651,0,0.021,0.024,-0.008771,0.
652,0,0.0244069,0.024,-0.008985,0.
653,0,0.0284605,0.024,-0.009025,0.
654,0,0.032515,0.024,-0.008933,0.
655,0,0.0365674,0.024,-0.008772,0.
656,0,0.040614,0.024,-0.008523,0.
657,0,0.0446559,0.024,-0.0082,0.
658,0,0.0486944,0.024,-0.007833,0.
659,0,0.0527272,0.024,-0.007407,0.
660,0,0.0567542,0.024,-0.006926,0.
661,0,0.0607762,0.024,-0.006401,0.
662,0,0.0647937,0.024,-0.005841,0.
663,0,0.0688075,0.024,-0.005258,0.
664,0,0.0728169,0.024,-0.00465,0.
665,0,0.0768195,0.024,-0.004,0.
666,0,0.0808155,0.024,-0.00331,0.
667,0,0.0848056,0.024,-0.002586,0.
668,0,0.0887902,0.024,-0.001831,0.
669,0,0.0044446,0.028,-0.006009,0.
670,0,0.0083165,0.028,-0.00717,0.
671,0,0.0122983,0.028,-0.007932,0.
672,0,0.0163196,0.028,-0.008446,0.
673,0,0.021,0.028,-0.008771,0.
674,0,0.0244119,0.028,-0.008985,0.
675,0,0.0284656,0.028,-0.009025,0.
676,0,0.0325201,0.028,-0.008933,0.
677,0,0.0365725,0.028,-0.008772,0.
678,0,0.040619,0.028,-0.008523,0.
679,0,0.0446609,0.028,-0.0082,0.
680,0,0.0486995,0.028,-0.007833,0.
681,0,0.0527323,0.028,-0.007407,0.
682,0,0.0567593,0.028,-0.006926,0.
683,0,0.0607813,0.028,-0.006401,0.
684,0,0.0647988,0.028,-0.005841,0.
685,0,0.0688126,0.028,-0.005258,0.
686,0,0.072822,0.028,-0.00465,0.
687,0,0.0768245,0.028,-0.004,0.
688,0,0.0808206,0.028,-0.00331,0.
689,0,0.0848106,0.028,-0.002586,0.
690,0,0.0887952,0.028,-0.001831,0.
691,0,0.0044497,0.032,-0.006009,0.
692,0,0.0083215,0.032,-0.007169,0.
693,0,0.0123033,0.032,-0.007932,0.
694,0,0.0163247,0.032,-0.008446,0.
695,0,0.021,0.032,-0.008771,0.
696,0,0.024417,0.032,-0.008985,0.
697,0,0.0284706,0.032,-0.009025,0.
698,0,0.0325252,0.032,-0.008933,0.
699,0,0.0365775,0.032,-0.008772,0.
700,0,0.0406241,0.032,-0.008523,0.
701,0,0.044666,0.032,-0.0082,0.
702,0,0.0487046,0.032,-0.007833,0.
703,0,0.0527373,0.032,-0.007407,0.
704,0,0.0567644,0.032,-0.006926,0.
705,0,0.0607863,0.032,-0.006401,0.
706,0,0.0648039,0.032,-0.005841,0.
