Format Version,1.23,Take Name,State02_GVT_001,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2020-08-16 12.46.10.427 PM,Total Frames in Take,4857,Total Exported Frames,4857,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
662,2.758333,-0.280055,0.217826,-0.182252,-0.280011,0.217839,-0.123620,-0.279975,0.217026,-0.062576,-0.279150,0.215672,-0.002968,-0.278599,0.214286,0.062086,-0.278347,0.212873,0.118840,-0.278094,0.210466,0.179862,-0.277963,0.208096,0.237899,-0.277308,0.205128,0.300445,-0.276350,0.201624,0.357635,-0.278522,0.199844,0.402118,-0.237109,0.216562,-0.190106,-0.236733,0.216709,-0.127769,-0.235942,0.216115,-0.070201,-0.235957,0.214819,-0.006062,-0.235211,0.213399,0.054434,-0.235118,0.211950,0.115527,-0.235493,0.209197,0.184832,-0.234871,0.207666,0.227779,-0.235295,0.204892,0.293398,-0.234151,0.201710,0.352644,-0.233064,0.198602,0.405831,-0.255578,0.270122,-0.220234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,2.762500,-0.280029,0.217782,-0.182292,-0.279985,0.217832,-0.123639,-0.279960,0.217004,-0.062574,-0.279138,0.215602,-0.002988,-0.278578,0.214221,0.062080,-0.278330,0.212830,0.118853,-0.278077,0.210443,0.179870,-0.277938,0.208083,0.237898,-0.277279,0.205115,0.300454,-0.276337,0.201580,0.357618,-0.278511,0.199815,0.402106,-0.237104,0.216558,-0.190110,-0.236716,0.216680,-0.127790,-0.235943,0.216039,-0.070232,-0.235962,0.214770,-0.006075,-0.235202,0.213331,0.054426,-0.235115,0.211877,0.115519,-0.235497,0.209139,0.184831,-0.234855,0.207626,0.227760,-0.235285,0.204860,0.293389,-0.234131,0.201659,0.352614,-0.233053,0.198559,0.405805,-0.255532,0.270014,-0.220296,,,,,,,,,,0.201811,0.267297,-0.244878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,2.766667,-0.280035,0.217812,-0.182281,-0.279990,0.217849,-0.123628,-0.279981,0.217027,-0.062586,-0.279154,0.215622,-0.002990,-0.278590,0.214268,0.062092,-0.278296,0.212868,0.118873,-0.278062,0.210488,0.179862,-0.277941,0.208098,0.237895,-0.277304,0.205119,0.300442,-0.276346,0.201617,0.357610,-0.278520,0.199837,0.402090,-0.237120,0.216571,-0.190099,-0.236729,0.216693,-0.127784,-0.235941,0.216083,-0.070225,-0.235960,0.214802,-0.006069,-0.235194,0.213364,0.054431,-0.235128,0.211894,0.115530,-0.235494,0.209181,0.184824,-0.234857,0.207660,0.227772,-0.235278,0.204893,0.293382,-0.234150,0.201681,0.352607,-0.233066,0.198590,0.405801,-0.255579,0.270105,-0.220248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,2.770833,-0.280037,0.217886,-0.182216,-0.280004,0.217896,-0.123615,-0.279978,0.217054,-0.062566,-0.279164,0.215678,-0.002970,-0.278590,0.214319,0.062121,-0.278323,0.212914,0.118869,-0.278072,0.210558,0.179895,-0.277945,0.208140,0.237907,-0.277291,0.205171,0.300473,-0.276356,0.201656,0.357632,-0.278531,0.199891,0.402106,-0.237121,0.216598,-0.190096,-0.236755,0.216742,-0.127774,-0.235983,0.216128,-0.070205,-0.235975,0.214822,-0.006046,-0.235204,0.213413,0.054460,-0.235133,0.211953,0.115549,-0.235486,0.209227,0.184831,-0.234855,0.207724,0.227799,-0.235292,0.204948,0.293402,-0.234158,0.201739,0.352631,-0.233078,0.198638,0.405814,-0.255585,0.270153,-0.220226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,2.775000,-0.280046,0.217897,-0.182226,-0.280015,0.217907,-0.123610,-0.279976,0.217058,-0.062568,-0.279169,0.215711,-0.002938,-0.278593,0.214338,0.062116,-0.278322,0.212924,0.118871,-0.278067,0.210562,0.179902,-0.277943,0.208148,0.237910,-0.277310,0.205179,0.300460,-0.276353,0.201669,0.357624,-0.278555,0.199945,0.402044,-0.237127,0.216621,-0.190097,-0.236759,0.216750,-0.127768,-0.235963,0.216147,-0.070190,-0.235963,0.214846,-0.006029,-0.235213,0.213417,0.054450,-0.235126,0.211976,0.115554,-0.235491,0.209232,0.184832,-0.234845,0.207727,0.227812,-0.235291,0.204956,0.293402,-0.234166,0.201742,0.352639,-0.233084,0.198643,0.405819,-0.255590,0.270146,-0.220237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,2.779167,-0.280007,0.217874,-0.182219,-0.279997,0.217871,-0.123609,-0.279958,0.217051,-0.062563,-0.279143,0.215655,-0.002952,-0.278568,0.214283,0.062104,-0.278306,0.212897,0.118863,-0.278043,0.210522,0.179898,-0.277937,0.208127,0.237907,-0.277283,0.205162,0.300470,-0.276329,0.201640,0.357632,-0.278509,0.199868,0.402089,-0.237157,0.216557,-0.190129,-0.236743,0.216695,-0.127787,-0.235950,0.216107,-0.070195,-0.235960,0.214792,-0.006052,-0.235192,0.213386,0.054449,-0.235109,0.211946,0.115549,-0.235490,0.209212,0.184838,-0.234831,0.207694,0.227802,-0.235297,0.204891,0.293403,-0.234140,0.201693,0.352626,-0.233063,0.198607,0.405809,-0.255559,0.270125,-0.220226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,2.783333,-0.280024,0.217777,-0.182297,-0.279987,0.217832,-0.123623,-0.279957,0.217003,-0.062565,-0.279125,0.215608,-0.002986,-0.278562,0.214256,0.062092,-0.278302,0.212855,0.118856,-0.278041,0.210472,0.179882,-0.277937,0.208090,0.237909,-0.277281,0.205116,0.300441,-0.276313,0.201609,0.357612,-0.278533,0.199869,0.402030,-0.237119,0.216548,-0.190118,-0.236714,0.216678,-0.127767,-0.235926,0.216050,-0.070224,-0.235932,0.214802,-0.006050,-0.235147,0.213366,0.054438,-0.235083,0.211901,0.115541,-0.235479,0.209178,0.184833,-0.234831,0.207645,0.227783,-0.235283,0.204849,0.293387,-0.234128,0.201659,0.352611,-0.233046,0.198575,0.405799,-0.255523,0.270024,-0.220285,,,,,,,,,,0.201803,0.267285,-0.244884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,2.787500,-0.280028,0.217801,-0.182279,-0.280002,0.217821,-0.123627,-0.279967,0.217025,-0.062576,-0.279133,0.215628,-0.002995,-0.278558,0.214276,0.062105,-0.278309,0.212874,0.118859,-0.278047,0.210500,0.179887,-0.277943,0.208097,0.237900,-0.277279,0.205163,0.300466,-0.276340,0.201617,0.357620,-0.278517,0.199836,0.402087,-0.237156,0.216520,-0.190128,-0.236745,0.216674,-0.127788,-0.235957,0.216064,-0.070223,-0.235939,0.214821,-0.006047,-0.235168,0.213382,0.054448,-0.235111,0.211915,0.115530,-0.235479,0.209196,0.184847,-0.234838,0.207667,0.227796,-0.235291,0.204886,0.293384,-0.234131,0.201681,0.352611,-0.233053,0.198573,0.405793,-0.255579,0.270077,-0.220248,,,,,,,,,,0.201786,0.267298,-0.244889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,2.791667,-0.280057,0.217877,-0.182226,-0.280005,0.217886,-0.123610,-0.279975,0.217043,-0.062568,-0.279167,0.215667,-0.002968,-0.278594,0.214327,0.062118,-0.278329,0.212907,0.118860,-0.278063,0.210550,0.179902,-0.277947,0.208144,0.237913,-0.277324,0.205166,0.300441,-0.276362,0.201649,0.357618,-0.278562,0.199911,0.402047,-0.237162,0.216553,-0.190121,-0.236755,0.216737,-0.127760,-0.235964,0.216145,-0.070187,-0.235967,0.214849,-0.006036,-0.235220,0.213412,0.054453,-0.235143,0.211962,0.115551,-0.235501,0.209221,0.184844,-0.234866,0.207708,0.227793,-0.235306,0.204944,0.293388,-0.234171,0.201722,0.352623,-0.233083,0.198635,0.405811,-0.255595,0.270120,-0.220247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,2.795833,-0.280075,0.217850,-0.182228,-0.280030,0.217883,-0.123602,-0.280003,0.217023,-0.062570,-0.279179,0.215675,-0.002950,-0.278599,0.214328,0.062117,-0.278313,0.212923,0.118895,-0.278082,0.210559,0.179899,-0.277964,0.208140,0.237911,-0.277340,0.205151,0.300451,-0.276381,0.201641,0.357617,-0.278556,0.199866,0.402090,-0.237157,0.216564,-0.190097,-0.236779,0.216702,-0.127775,-0.235975,0.216132,-0.070183,-0.235967,0.214847,-0.006018,-0.235221,0.213421,0.054461,-0.235151,0.211965,0.115561,-0.235511,0.209227,0.184834,-0.234904,0.207705,0.227782,-0.235333,0.204922,0.293391,-0.234178,0.201727,0.352617,-0.233100,0.198630,0.405814,-0.255616,0.270123,-0.220237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,2.800000,-0.280046,0.217795,-0.182268,-0.279996,0.217856,-0.123604,-0.279966,0.217019,-0.062553,-0.279145,0.215656,-0.002954,-0.278580,0.214272,0.062099,-0.278328,0.212879,0.118864,-0.278076,0.210510,0.179890,-0.277967,0.208097,0.237899,-0.277312,0.205145,0.300444,-0.276347,0.201623,0.357641,-0.278516,0.199849,0.402096,-0.237113,0.216555,-0.190102,-0.236734,0.216682,-0.127761,-0.235949,0.216088,-0.070195,-0.235963,0.214804,-0.006051,-0.235217,0.213362,0.054423,-0.235121,0.211918,0.115544,-0.235507,0.209190,0.184822,-0.234860,0.207677,0.227786,-0.235282,0.204915,0.293396,-0.234146,0.201691,0.352624,-0.233065,0.198588,0.405809,-0.255597,0.270093,-0.220250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,2.804167,-0.280032,0.217761,-0.182297,-0.279997,0.217814,-0.123622,-0.279985,0.216985,-0.062582,-0.279150,0.215568,-0.003004,-0.278567,0.214219,0.062078,-0.278317,0.212852,0.118851,-0.278046,0.210472,0.179874,-0.277934,0.208082,0.237910,-0.277267,0.205118,0.300472,-0.276329,0.201584,0.357636,-0.278510,0.199814,0.402095,-0.237160,0.216474,-0.190147,-0.236720,0.216614,-0.127790,-0.235944,0.216034,-0.070234,-0.235950,0.214761,-0.006068,-0.235182,0.213325,0.054424,-0.235089,0.211893,0.115528,-0.235459,0.209177,0.184844,-0.234812,0.207659,0.227800,-0.235267,0.204873,0.293394,-0.234122,0.201641,0.352620,-0.233046,0.198552,0.405807,-0.255560,0.269984,-0.220305,,,,,,,,,,0.201810,0.267277,-0.244894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,2.808333,-0.280043,0.217803,-0.182284,-0.280007,0.217822,-0.123645,-0.279978,0.217022,-0.062573,-0.279151,0.215629,-0.002977,-0.278558,0.214263,0.062092,-0.278305,0.212876,0.118854,-0.278050,0.210505,0.179898,-0.277936,0.208112,0.237919,-0.277278,0.205141,0.300475,-0.276346,0.201605,0.357630,-0.278513,0.199846,0.402102,-0.237160,0.216524,-0.190140,-0.236737,0.216686,-0.127798,-0.235932,0.216089,-0.070217,-0.235932,0.214817,-0.006043,-0.235164,0.213382,0.054449,-0.235092,0.211922,0.115549,-0.235467,0.209208,0.184850,-0.234832,0.207673,0.227800,-0.235289,0.204884,0.293394,-0.234130,0.201672,0.352632,-0.233054,0.198595,0.405810,-0.255563,0.270015,-0.220299,,,,,,,,,,0.201787,0.267286,-0.244913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,2.812500,-0.280072,0.217867,-0.182270,-0.279995,0.217903,-0.123610,-0.279970,0.217068,-0.062543,-0.279152,0.215679,-0.002951,-0.278582,0.214332,0.062121,-0.278324,0.212924,0.118876,-0.278073,0.210548,0.179900,-0.277940,0.208142,0.237924,-0.277305,0.205179,0.300482,-0.276358,0.201647,0.357638,-0.278530,0.199881,0.402114,-0.237136,0.216592,-0.190106,-0.236740,0.216754,-0.127762,-0.235939,0.216164,-0.070166,-0.235926,0.214867,-0.006013,-0.235194,0.213427,0.054464,-0.235114,0.211986,0.115566,-0.235480,0.209237,0.184843,-0.234874,0.207720,0.227806,-0.235305,0.204947,0.293418,-0.234155,0.201736,0.352652,-0.233073,0.198632,0.405830,-0.255583,0.270145,-0.220217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,2.816667,-0.280015,0.217916,-0.182203,-0.279988,0.217908,-0.123607,-0.279979,0.217052,-0.062568,-0.279161,0.215681,-0.002959,-0.278590,0.214320,0.062115,-0.278321,0.212925,0.118875,-0.278068,0.210551,0.179913,-0.277946,0.208143,0.237927,-0.277310,0.205152,0.300462,-0.276361,0.201657,0.357641,-0.278532,0.199879,0.402108,-0.237094,0.216635,-0.190080,-0.236739,0.216752,-0.127777,-0.235948,0.216166,-0.070181,-0.235959,0.214853,-0.006045,-0.235192,0.213434,0.054455,-0.235126,0.211989,0.115560,-0.235499,0.209220,0.184833,-0.234871,0.207712,0.227807,-0.235312,0.204948,0.293417,-0.234164,0.201732,0.352645,-0.233080,0.198636,0.405835,-0.255560,0.270172,-0.220216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,2.820833,-0.280013,0.217829,-0.182256,-0.279977,0.217872,-0.123624,-0.279960,0.217038,-0.062555,-0.279147,0.215657,-0.002966,-0.278557,0.214275,0.062090,-0.278310,0.212878,0.118855,-0.278056,0.210508,0.179893,-0.277939,0.208110,0.237914,-0.277298,0.205135,0.300454,-0.276343,0.201617,0.357645,-0.278505,0.199850,0.402117,-0.237128,0.216558,-0.190126,-0.236712,0.216716,-0.127782,-0.235932,0.216107,-0.070201,-0.235937,0.214827,-0.006051,-0.235176,0.213375,0.054448,-0.235091,0.211945,0.115546,-0.235485,0.209200,0.184837,-0.234841,0.207687,0.227799,-0.235282,0.204903,0.293410,-0.234128,0.201698,0.352649,-0.233050,0.198590,0.405831,-0.255515,0.270066,-0.220269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,2.825000,-0.280005,0.217790,-0.182272,-0.279982,0.217847,-0.123635,-0.279970,0.217005,-0.062588,-0.279135,0.215603,-0.002991,-0.278547,0.214242,0.062073,-0.278275,0.212863,0.118874,-0.278045,0.210466,0.179882,-0.277918,0.208092,0.237918,-0.277265,0.205108,0.300475,-0.276328,0.201592,0.357633,-0.278492,0.199810,0.402106,-0.237117,0.216533,-0.190144,-0.236710,0.216679,-0.127796,-0.235905,0.216065,-0.070233,-0.235929,0.214808,-0.006057,-0.235162,0.213352,0.054443,-0.235088,0.211900,0.115533,-0.235451,0.209186,0.184842,-0.234809,0.207654,0.227793,-0.235256,0.204873,0.293414,-0.234121,0.201666,0.352639,-0.233029,0.198565,0.405825,-0.255497,0.270033,-0.220280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,2.829167,-0.280009,0.217831,-0.182268,-0.279982,0.217864,-0.123641,-0.279963,0.217037,-0.062577,-0.279134,0.215651,-0.002968,-0.278566,0.214275,0.062093,-0.278282,0.212876,0.118870,-0.278041,0.210499,0.179890,-0.277927,0.208125,0.237911,-0.277278,0.205132,0.300478,-0.276332,0.201624,0.357635,-0.278501,0.199836,0.402115,-0.237100,0.216590,-0.190108,-0.236727,0.216701,-0.127808,-0.235922,0.216082,-0.070230,-0.235928,0.214820,-0.006046,-0.235163,0.213382,0.054454,-0.235079,0.211944,0.115546,-0.235465,0.209205,0.184841,-0.234815,0.207689,0.227807,-0.235268,0.204895,0.293409,-0.234125,0.201703,0.352645,-0.233029,0.198592,0.405836,-0.255521,0.270065,-0.220273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,2.833333,-0.280035,0.217882,-0.182236,-0.280001,0.217910,-0.123632,-0.279977,0.217056,-0.062561,-0.279156,0.215699,-0.002958,-0.278579,0.214337,0.062120,-0.278305,0.212930,0.118889,-0.278066,0.210532,0.179888,-0.277949,0.208142,0.237925,-0.277315,0.205168,0.300470,-0.276360,0.201658,0.357647,-0.278532,0.199870,0.402118,-0.237116,0.216603,-0.190107,-0.236743,0.216749,-0.127784,-0.235944,0.216147,-0.070184,-0.235942,0.214863,-0.006025,-0.235192,0.213440,0.054469,-0.235113,0.211984,0.115561,-0.235478,0.209231,0.184836,-0.234859,0.207718,0.227803,-0.235293,0.204946,0.293416,-0.234156,0.201737,0.352652,-0.233080,0.198622,0.405830,-0.255561,0.270174,-0.220214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,2.837500,-0.280032,0.217893,-0.182245,-0.280005,0.217906,-0.123626,-0.279988,0.217051,-0.062575,-0.279160,0.215710,-0.002949,-0.278613,0.214327,0.062111,-0.278330,0.212896,0.118854,-0.278094,0.210538,0.179880,-0.277964,0.208129,0.237916,-0.277328,0.205178,0.300471,-0.276364,0.201652,0.357646,-0.278546,0.199865,0.402118,-0.237159,0.216570,-0.190129,-0.236748,0.216744,-0.127788,-0.235957,0.216158,-0.070192,-0.235960,0.214853,-0.006037,-0.235208,0.213423,0.054451,-0.235142,0.211967,0.115535,-0.235500,0.209227,0.184830,-0.234872,0.207723,0.227803,-0.235307,0.204941,0.293421,-0.234170,0.201734,0.352648,-0.233087,0.198621,0.405835,-0.255576,0.270154,-0.220234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,2.841667,-0.280032,0.217831,-0.182275,-0.279997,0.217856,-0.123638,-0.279980,0.217028,-0.062580,-0.279166,0.215638,-0.002991,-0.278583,0.214277,0.062077,-0.278326,0.212859,0.118829,-0.278064,0.210501,0.179887,-0.277952,0.208093,0.237901,-0.277284,0.205142,0.300476,-0.276351,0.201618,0.357630,-0.278520,0.199838,0.402117,-0.237157,0.216532,-0.190155,-0.236724,0.216706,-0.127799,-0.235944,0.216095,-0.070228,-0.235966,0.214808,-0.006071,-0.235200,0.213380,0.054425,-0.235099,0.211937,0.115539,-0.235475,0.209210,0.184840,-0.234835,0.207687,0.227796,-0.235288,0.204899,0.293411,-0.234148,0.201691,0.352640,-0.233060,0.198588,0.405828,-0.255544,0.270055,-0.220285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,2.845833,-0.280067,0.217757,-0.182353,-0.280015,0.217811,-0.123659,-0.279982,0.216983,-0.062589,-0.279145,0.215582,-0.002998,-0.278574,0.214218,0.062066,-0.278309,0.212847,0.118840,-0.278071,0.210453,0.179856,-0.277940,0.208081,0.237897,-0.277290,0.205110,0.300452,-0.276343,0.201577,0.357617,-0.278515,0.199819,0.402099,-0.237151,0.216509,-0.190168,-0.236715,0.216658,-0.127834,-0.235921,0.216045,-0.070246,-0.235936,0.214790,-0.006067,-0.235179,0.213339,0.054421,-0.235095,0.211891,0.115522,-0.235456,0.209181,0.184836,-0.234845,0.207640,0.227767,-0.235275,0.204865,0.293391,-0.234134,0.201655,0.352626,-0.233050,0.198547,0.405816,-0.255570,0.269984,-0.220346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,2.850000,-0.280022,0.217828,-0.182287,-0.280002,0.217853,-0.123651,-0.279979,0.217019,-0.062590,-0.279160,0.215637,-0.002983,-0.278580,0.214277,0.062087,-0.278286,0.212895,0.118865,-0.278057,0.210496,0.179879,-0.277929,0.208111,0.237911,-0.277282,0.205132,0.300464,-0.276347,0.201625,0.357626,-0.278510,0.199845,0.402103,-0.237143,0.216526,-0.190154,-0.236714,0.216692,-0.127817,-0.235934,0.216094,-0.070231,-0.235953,0.214818,-0.006058,-0.235180,0.213392,0.054436,-0.235093,0.211927,0.115540,-0.235477,0.209204,0.184833,-0.234831,0.207680,0.227794,-0.235276,0.204905,0.293405,-0.234143,0.201693,0.352628,-0.233058,0.198583,0.405815,-0.255567,0.270101,-0.220267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,2.854167,-0.280056,0.217881,-0.182246,-0.280017,0.217881,-0.123639,-0.279986,0.217040,-0.062592,-0.279175,0.215667,-0.002974,-0.278588,0.214339,0.062117,-0.278296,0.212929,0.118875,-0.278056,0.210546,0.179888,-0.277956,0.208128,0.237916,-0.277325,0.205171,0.300459,-0.276373,0.201670,0.357628,-0.278540,0.199874,0.402093,-0.237163,0.216558,-0.190143,-0.236757,0.216739,-0.127801,-0.235955,0.216132,-0.070216,-0.235961,0.214859,-0.006031,-0.235164,0.213460,0.054469,-0.235099,0.211935,0.115492,-0.235494,0.209237,0.184839,-0.234847,0.207729,0.227807,-0.235308,0.204940,0.293403,-0.234165,0.201741,0.352632,-0.233093,0.198639,0.405820,-0.255581,0.270154,-0.220254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,2.858333,-0.280046,0.217892,-0.182236,-0.280014,0.217888,-0.123643,-0.279982,0.217052,-0.062582,-0.279164,0.215706,-0.002953,-0.278594,0.214341,0.062110,-0.278317,0.212912,0.118837,-0.278076,0.210533,0.179872,-0.277951,0.208134,0.237913,-0.277301,0.205183,0.300470,-0.276377,0.201665,0.357633,-0.278541,0.199882,0.402100,-0.237143,0.216556,-0.190137,-0.236747,0.216746,-0.127804,-0.235943,0.216160,-0.070195,-0.235958,0.214862,-0.006035,-0.235196,0.213445,0.054454,-0.235131,0.212004,0.115573,-0.235485,0.209239,0.184834,-0.234877,0.207721,0.227798,-0.235317,0.204952,0.293400,-0.234170,0.201741,0.352637,-0.233094,0.198635,0.405825,-0.255590,0.270142,-0.220248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,2.862500,-0.280017,0.217812,-0.182282,-0.280001,0.217852,-0.123654,-0.279956,0.217034,-0.062588,-0.279136,0.215638,-0.002989,-0.278562,0.214297,0.062085,-0.278296,0.212884,0.118832,-0.278044,0.210493,0.179864,-0.277942,0.208117,0.237908,-0.277306,0.205139,0.300452,-0.276347,0.201634,0.357616,-0.278517,0.199845,0.402096,-0.237103,0.216582,-0.190123,-0.236702,0.216706,-0.127800,-0.235929,0.216084,-0.070231,-0.235936,0.214814,-0.006061,-0.235172,0.213398,0.054438,-0.235069,0.211909,0.115464,-0.235468,0.209208,0.184837,-0.234848,0.207686,0.227782,-0.235283,0.204894,0.293394,-0.234134,0.201696,0.352626,-0.233065,0.198594,0.405807,-0.255546,0.270123,-0.220264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,2.866667,-0.280019,0.217756,-0.182309,-0.279999,0.217801,-0.123647,-0.279962,0.216984,-0.062586,-0.279124,0.215583,-0.002988,-0.278547,0.214244,0.062077,-0.278304,0.212841,0.118839,-0.278039,0.210464,0.179864,-0.277941,0.208079,0.237887,-0.277287,0.205115,0.300441,-0.276341,0.201601,0.357598,-0.278514,0.199827,0.402089,-0.237072,0.216564,-0.190112,-0.236692,0.216654,-0.127803,-0.235896,0.216046,-0.070238,-0.235928,0.214791,-0.006062,-0.235160,0.213327,0.054428,-0.235077,0.211891,0.115531,-0.235465,0.209181,0.184825,-0.234850,0.207640,0.227757,-0.235272,0.204889,0.293380,-0.234131,0.201685,0.352614,-0.233059,0.198562,0.405804,-0.255518,0.270019,-0.220303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
