"ID","CSys ID","X","Y","Z","1..Simcenter NASTRAN Case 1, 2..T1 Translation","1..Simcenter NASTRAN Case 1, 3..T2 Translation","1..Simcenter NASTRAN Case 1, 4..T3 Translation"
317,0,0.0932617,0.412,-0.001044,0.000245286,0.000802557,0.365551
318,0,0.0932668,0.416,-0.001043,0.000111249,0.000815437,0.367091
319,0,0.0932718,0.42,-0.001043,0.0000249103,0.000829158,0.368366
320,0,0.0932769,0.424,-0.001043,-0.0000401092,0.00083284,0.369501
321,0,0.093282,0.428,-0.001043,-0.000107505,0.000836077,0.370635
322,0,0.0932871,0.432,-0.001043,-0.000150723,0.000836983,0.371633
323,0,0.0932921,0.436,-0.001043,-0.000175724,0.000835916,0.372536
324,0,0.0932972,0.44,-0.001043,-0.000184702,0.000833732,0.373362
325,0,0.0933023,0.444,-0.001043,-0.00018566,0.000831103,0.374154
326,0,0.0933073,0.448,-0.001043,-0.000184876,0.000828478,0.374941
327,0,0.0933124,0.452,-0.001043,-0.000188517,0.000826128,0.375757
328,0,0.0933175,0.456,-0.001043,-0.000201373,0.000824195,0.376621
329,0,0.0933225,0.46,-0.001043,-0.000227801,0.000822724,0.377554
330,0,0.0933276,0.464,-0.001043,-0.000270851,0.000821661,0.378569
331,0,0.0933327,0.468,-0.001043,-0.000331613,0.000820749,0.379668
332,0,0.0933378,0.472,-0.001043,-0.000405521,0.000819381,0.380823
333,0,0.0933428,0.476,-0.001043,-0.000481378,0.000815718,0.381979
334,0,0.0933479,0.48,-0.001043,-0.000544536,0.000805981,0.383062
335,0,0.093353,0.484,-0.001042,-0.000603173,0.000815413,0.384111
336,0,0.093358,0.488,-0.001042,-0.000659002,0.000819918,0.385146
337,0,0.0933631,0.492,-0.001042,-0.000704981,0.000821573,0.386122
338,0,0.0933682,0.496,-0.001042,-0.000737467,0.000821706,0.387027
339,0,0.0933732,0.5,-0.001042,-0.00075817,0.000820874,0.387872
340,0,0.0933783,0.504,-0.001042,-0.000771732,0.000819394,0.388681
341,0,0.0933834,0.508,-0.001042,-0.000783024,0.000817441,0.389481
342,0,0.0933885,0.512,-0.001042,-0.000796819,0.000815115,0.390295
343,0,0.0933935,0.516,-0.001042,-0.000817132,0.000812478,0.391146
344,0,0.0933986,0.52,-0.001042,-0.000847468,0.000809575,0.392051
345,0,0.0934037,0.524,-0.001042,-0.000890202,0.000806431,0.393021
346,0,0.0934087,0.528,-0.001042,-0.000946033,0.000802975,0.39406
347,0,0.0934138,0.532,-0.001042,-0.00101136,0.000798932,0.395147
348,0,0.0934189,0.536,-0.001042,-0.00107704,0.00079286,0.396234
349,0,0.0934239,0.54,-0.001042,-0.00113133,0.000782191,0.397273
350,0,0.093429,0.544,-0.001042,-0.00117598,0.000785979,0.398271
351,0,0.0934341,0.548,-0.001042,-0.00121715,0.00078735,0.399252
352,0,0.0934392,0.552,-0.001041,-0.00125783,0.000787319,0.400205
353,0,0.0934442,0.556,-0.001041,-0.00129058,0.000786671,0.401136
354,0,0.0934493,0.56,-0.001041,-0.00132111,0.000785474,0.402056
355,0,0.0934544,0.564,-0.001041,-0.00135125,0.000783917,0.402977
356,0,0.0934594,0.568,-0.001041,-0.00138224,0.000782118,0.403904
357,0,0.0934645,0.572,-0.001041,-0.00141494,0.000780142,0.404843
358,0,0.0934696,0.576,-0.001041,-0.00144974,0.000778015,0.405794
